Filename,Teacher_Width,Position_mm,SegmentStart,SegmentEnd,SegmentLen
-220.csv,23.044538,202.9,11542,13592,2048
-220.csv,23.044538,202.9,13593,15643,2048
-220.csv,23.044538,202.9,15644,17694,2048
-220.csv,23.044538,202.9,17695,19745,2048
-221.csv,23.082977,202.8,296,2346,2048
-221.csv,23.082977,202.8,2347,4397,2048
-221.csv,23.082977,202.8,4398,6448,2048
-221.csv,23.082977,202.8,6449,8499,2048
-221.csv,23.082977,202.8,8500,10550,2048
-221.csv,23.082977,202.8,10551,12601,2048
-221.csv,23.082977,202.8,12602,14652,2048
-221.csv,23.082977,202.8,14653,16703,2048
-221.csv,23.082977,202.8,16704,18754,2048
-222.csv,23.103504,202.7,1294,3344,2048
-222.csv,23.103504,202.7,3345,5395,2048
-222.csv,23.103504,202.7,5396,7446,2048
-222.csv,23.103504,202.7,7447,9497,2048
-222.csv,23.103504,202.7,9498,11548,2048
-222.csv,23.103504,202.7,11549,13599,2048
-222.csv,23.103504,202.7,13600,15650,2048
-222.csv,23.103504,202.7,15651,17701,2048
-222.csv,23.103504,202.7,17702,19752,2048
-223.csv,23.123766,202.6,521,2571,2048
-223.csv,23.123766,202.6,2572,4622,2048
-223.csv,23.123766,202.6,4623,6673,2048
-223.csv,23.123766,202.6,6674,8724,2048
-223.csv,23.123766,202.6,8725,10775,2048
-223.csv,23.123766,202.6,10776,12826,2048
-223.csv,23.123766,202.6,12827,14877,2048
-223.csv,23.123766,202.6,14878,16928,2048
-223.csv,23.123766,202.6,16929,18979,2048
-224.csv,23.140154,202.5,261,2311,2048
-224.csv,23.140154,202.5,2312,4362,2048
-224.csv,23.140154,202.5,4363,6413,2048
-224.csv,23.140154,202.5,6414,8464,2048
-224.csv,23.140154,202.5,8465,10515,2048
-224.csv,23.140154,202.5,10516,12566,2048
-224.csv,23.140154,202.5,12567,14617,2048
-224.csv,23.140154,202.5,14618,16668,2048
-224.csv,23.140154,202.5,16669,18719,2048
-225.csv,23.157114,202.4,2299,4349,2048
-225.csv,23.157114,202.4,4350,6400,2048
-225.csv,23.157114,202.4,6401,8451,2048
-225.csv,23.157114,202.4,8452,10502,2048
-225.csv,23.157114,202.4,10503,12553,2048
-225.csv,23.157114,202.4,12554,14604,2048
-225.csv,23.157114,202.4,14605,16655,2048
-225.csv,23.157114,202.4,16656,18706,2048
-226.csv,23.173552,202.3,42,2092,2048
-226.csv,23.173552,202.3,2093,4143,2048
-226.csv,23.173552,202.3,4144,6194,2048
-226.csv,23.173552,202.3,6195,8245,2048
-226.csv,23.173552,202.3,8246,10296,2048
-226.csv,23.173552,202.3,10297,12347,2048
-226.csv,23.173552,202.3,12348,14398,2048
-226.csv,23.173552,202.3,14399,16449,2048
-226.csv,23.173552,202.3,16450,18500,2048
-227.csv,23.19262,202.2,1403,3453,2048
-227.csv,23.19262,202.2,3454,5504,2048
-227.csv,23.19262,202.2,5505,7555,2048
-227.csv,23.19262,202.2,7556,9606,2048
-227.csv,23.19262,202.2,9607,11657,2048
-227.csv,23.19262,202.2,11658,13708,2048
-227.csv,23.19262,202.2,13709,15759,2048
-227.csv,23.19262,202.2,15760,17810,2048
-227.csv,23.19262,202.2,17811,19861,2048
-228.csv,23.21003,202.1,99,2149,2048
-228.csv,23.21003,202.1,2150,4200,2048
-228.csv,23.21003,202.1,4201,6251,2048
-228.csv,23.21003,202.1,6252,8302,2048
-228.csv,23.21003,202.1,8303,10353,2048
-228.csv,23.21003,202.1,10354,12404,2048
-228.csv,23.21003,202.1,12405,14455,2048
-228.csv,23.21003,202.1,14456,16506,2048
-228.csv,23.21003,202.1,16507,18557,2048
-229.csv,23.25393,202.0,1523,3573,2048
-229.csv,23.25393,202.0,3574,5624,2048
-229.csv,23.25393,202.0,5625,7675,2048
-229.csv,23.25393,202.0,7676,9726,2048
-229.csv,23.25393,202.0,9727,11777,2048
-229.csv,23.25393,202.0,11778,13828,2048
-229.csv,23.25393,202.0,13829,15879,2048
-229.csv,23.25393,202.0,15880,17930,2048
-229.csv,23.25393,202.0,17931,19981,2048
-23.csv,19.626081,222.6,1741,3791,2048
-23.csv,19.626081,222.6,3792,5842,2048
-23.csv,19.626081,222.6,5843,7893,2048
-23.csv,19.626081,222.6,7894,9944,2048
-23.csv,19.626081,222.6,9945,11995,2048
-23.csv,19.626081,222.6,13816,15866,2048
-23.csv,19.626081,222.6,15867,17917,2048
-23.csv,19.626081,222.6,17918,19968,2048
-230.csv,23.246914,201.9,1444,3494,2048
-230.csv,23.246914,201.9,3495,5545,2048
-230.csv,23.246914,201.9,5546,7596,2048
-230.csv,23.246914,201.9,7597,9647,2048
-230.csv,23.246914,201.9,9648,11698,2048
-230.csv,23.246914,201.9,11699,13749,2048
-230.csv,23.246914,201.9,13750,15800,2048
-230.csv,23.246914,201.9,15801,17851,2048
-230.csv,23.246914,201.9,17852,19902,2048
-231.csv,23.26588,201.8,465,2515,2048
-231.csv,23.26588,201.8,2516,4566,2048
-231.csv,23.26588,201.8,4567,6617,2048
-231.csv,23.26588,201.8,6618,8668,2048
-231.csv,23.26588,201.8,8669,10719,2048
-231.csv,23.26588,201.8,10720,12770,2048
-231.csv,23.26588,201.8,12771,14821,2048
-231.csv,23.26588,201.8,14822,16872,2048
-231.csv,23.26588,201.8,16873,18923,2048
-232.csv,23.29941,201.7,134,2184,2048
-232.csv,23.29941,201.7,2185,4235,2048
-232.csv,23.29941,201.7,4236,6286,2048
-232.csv,23.29941,201.7,6287,8337,2048
-232.csv,23.29941,201.7,10149,12199,2048
-232.csv,23.29941,201.7,12200,14250,2048
-232.csv,23.29941,201.7,14251,16301,2048
-232.csv,23.29941,201.7,16302,18352,2048
-233.csv,23.320677,201.6,1655,3705,2048
-233.csv,23.320677,201.6,3706,5756,2048
-233.csv,23.320677,201.6,5757,7807,2048
-233.csv,23.320677,201.6,7808,9858,2048
-233.csv,23.320677,201.6,9859,12051,2048
-233.csv,23.320677,201.6,12052,14102,2048
-233.csv,23.320677,201.6,14103,16153,2048
-233.csv,23.320677,201.6,16154,18204,2048
-234.csv,23.326004,201.5,1530,3580,2048
-234.csv,23.326004,201.5,3581,5631,2048
-234.csv,23.326004,201.5,5632,7682,2048
-234.csv,23.326004,201.5,7683,9733,2048
-234.csv,23.326004,201.5,9734,11784,2048
-234.csv,23.326004,201.5,11785,13835,2048
-234.csv,23.326004,201.5,13836,15886,2048
-234.csv,23.326004,201.5,15887,17937,2048
-234.csv,23.326004,201.5,17938,19988,2048
-235.csv,23.34869,201.4,36,2086,2048
-235.csv,23.34869,201.4,2087,4137,2048
-235.csv,23.34869,201.4,4138,6188,2048
-235.csv,23.34869,201.4,6189,8239,2048
-235.csv,23.34869,201.4,8240,10290,2048
-235.csv,23.34869,201.4,10291,12341,2048
-235.csv,23.34869,201.4,12342,14392,2048
-235.csv,23.34869,201.4,14393,16443,2048
-235.csv,23.34869,201.4,16444,18494,2048
-236.csv,23.367071,201.3,1890,3940,2048
-236.csv,23.367071,201.3,3941,5991,2048
-236.csv,23.367071,201.3,5992,8042,2048
-236.csv,23.367071,201.3,8043,10093,2048
-236.csv,23.367071,201.3,10094,12144,2048
-236.csv,23.367071,201.3,12145,14195,2048
-236.csv,23.367071,201.3,14196,16246,2048
-236.csv,23.367071,201.3,16247,18297,2048
-237.csv,23.398655,201.2,2060,4110,2048
-237.csv,23.398655,201.2,4111,6161,2048
-237.csv,23.398655,201.2,6162,8212,2048
-237.csv,23.398655,201.2,8213,10263,2048
-237.csv,23.398655,201.2,10264,12314,2048
-237.csv,23.398655,201.2,12315,14365,2048
-237.csv,23.398655,201.2,14366,16416,2048
-237.csv,23.398655,201.2,16417,18467,2048
-238.csv,23.428003,201.1,311,2361,2048
-238.csv,23.428003,201.1,2362,4412,2048
-238.csv,23.428003,201.1,4413,6463,2048
-238.csv,23.428003,201.1,6464,8514,2048
-238.csv,23.428003,201.1,10181,12231,2048
-238.csv,23.428003,201.1,12232,14282,2048
-238.csv,23.428003,201.1,14283,16333,2048
-238.csv,23.428003,201.1,16334,18384,2048
-239.csv,23.43816,201.0,1551,3601,2048
-239.csv,23.43816,201.0,3602,5652,2048
-239.csv,23.43816,201.0,5653,7703,2048
-239.csv,23.43816,201.0,7704,9754,2048
-239.csv,23.43816,201.0,9755,11805,2048
-239.csv,23.43816,201.0,11806,13856,2048
-239.csv,23.43816,201.0,13857,15907,2048
-239.csv,23.43816,201.0,15908,17958,2048
-24.csv,19.63,222.5,559,2609,2048
-24.csv,19.63,222.5,2610,4660,2048
-24.csv,19.63,222.5,4661,6711,2048
-24.csv,19.63,222.5,6712,8762,2048
-24.csv,19.63,222.5,8763,10813,2048
-24.csv,19.63,222.5,10814,12864,2048
-24.csv,19.63,222.5,12865,14915,2048
-24.csv,19.63,222.5,14916,16966,2048
-24.csv,19.63,222.5,16967,19017,2048
-240.csv,23.475582,200.9,294,2344,2048
-240.csv,23.475582,200.9,2345,4395,2048
-240.csv,23.475582,200.9,4396,6446,2048
-240.csv,23.475582,200.9,6447,8497,2048
-240.csv,23.475582,200.9,8498,10522,2023
-240.csv,23.475582,200.9,10523,12573,2048
-240.csv,23.475582,200.9,12574,14624,2048
-240.csv,23.475582,200.9,14625,16675,2048
-240.csv,23.475582,200.9,16676,18726,2048
-241.csv,23.486872,200.8,205,2255,2048
-241.csv,23.486872,200.8,2256,4306,2048
-241.csv,23.486872,200.8,4307,6357,2048
-241.csv,23.486872,200.8,6358,8408,2048
-241.csv,23.486872,200.8,8409,10459,2048
-241.csv,23.486872,200.8,10460,12510,2048
-241.csv,23.486872,200.8,12511,14561,2048
-241.csv,23.486872,200.8,14562,16612,2048
-241.csv,23.486872,200.8,16613,18663,2048
-242.csv,23.511433,200.7,1356,3406,2048
-242.csv,23.511433,200.7,3407,5457,2048
-242.csv,23.511433,200.7,5458,7508,2048
-242.csv,23.511433,200.7,7509,9559,2048
-242.csv,23.511433,200.7,9560,11610,2048
-242.csv,23.511433,200.7,11611,13661,2048
-242.csv,23.511433,200.7,13662,15712,2048
-242.csv,23.511433,200.7,15713,17763,2048
-242.csv,23.511433,200.7,17764,19814,2048
-243.csv,23.523233,200.6,111,2161,2048
-243.csv,23.523233,200.6,2162,4212,2048
-243.csv,23.523233,200.6,4213,6263,2048
-243.csv,23.523233,200.6,6264,8351,2048
-243.csv,23.523233,200.6,8352,10402,2048
-243.csv,23.523233,200.6,10403,12453,2048
-243.csv,23.523233,200.6,12454,14504,2048
-243.csv,23.523233,200.6,14505,16555,2048
-243.csv,23.523233,200.6,16556,18606,2048
-244.csv,23.56578,200.5,579,2629,2048
-244.csv,23.56578,200.5,2630,4680,2048
-244.csv,23.56578,200.5,4681,6731,2048
-244.csv,23.56578,200.5,6732,8782,2048
-244.csv,23.56578,200.5,8783,10833,2048
-244.csv,23.56578,200.5,12779,14829,2048
-244.csv,23.56578,200.5,14830,16880,2048
-244.csv,23.56578,200.5,16881,18931,2048
-245.csv,23.581568,200.4,1370,3420,2048
-245.csv,23.581568,200.4,3421,5471,2048
-245.csv,23.581568,200.4,5472,7522,2048
-245.csv,23.581568,200.4,7523,9573,2048
-245.csv,23.581568,200.4,9574,11624,2048
-245.csv,23.581568,200.4,11625,13675,2048
-245.csv,23.581568,200.4,13676,15726,2048
-245.csv,23.581568,200.4,15727,17777,2048
-245.csv,23.581568,200.4,17778,19828,2048
-246.csv,23.60439,200.3,1949,3999,2048
-246.csv,23.60439,200.3,4000,6050,2048
-246.csv,23.60439,200.3,6051,8101,2048
-246.csv,23.60439,200.3,8102,10152,2048
-246.csv,23.60439,200.3,10153,12203,2048
-246.csv,23.60439,200.3,12204,14254,2048
-246.csv,23.60439,200.3,14255,16305,2048
-246.csv,23.60439,200.3,16306,18356,2048
-247.csv,23.62633,200.2,1339,3389,2048
-247.csv,23.62633,200.2,3390,5440,2048
-247.csv,23.62633,200.2,5441,7491,2048
-247.csv,23.62633,200.2,7492,9542,2048
-247.csv,23.62633,200.2,9543,11593,2048
-247.csv,23.62633,200.2,11594,13644,2048
-247.csv,23.62633,200.2,13645,15695,2048
-247.csv,23.62633,200.2,15696,17746,2048
-247.csv,23.62633,200.2,17747,19797,2048
-248.csv,23.64815,200.1,651,2701,2048
-248.csv,23.64815,200.1,2702,4752,2048
-248.csv,23.64815,200.1,4753,6803,2048
-248.csv,23.64815,200.1,6804,8854,2048
-248.csv,23.64815,200.1,8855,10905,2048
-248.csv,23.64815,200.1,10906,12956,2048
-248.csv,23.64815,200.1,12957,15007,2048
-248.csv,23.64815,200.1,15008,17058,2048
-248.csv,23.64815,200.1,17059,19109,2048
-249.csv,23.63485,200.0,361,2411,2048
-249.csv,23.63485,200.0,2412,4462,2048
-249.csv,23.63485,200.0,4463,6513,2048
-249.csv,23.63485,200.0,6514,8564,2048
-249.csv,23.63485,200.0,8565,10615,2048
-249.csv,23.63485,200.0,10616,12666,2048
-249.csv,23.63485,200.0,12667,15597,2048
-249.csv,23.63485,200.0,15598,17648,2048
-249.csv,23.63485,200.0,17649,19699,2048
-25.csv,19.65572,222.4,235,2285,2048
-25.csv,19.65572,222.4,2286,4336,2048
-25.csv,19.65572,222.4,4337,6387,2048
-25.csv,19.65572,222.4,6388,8438,2048
-25.csv,19.65572,222.4,8439,10489,2048
-25.csv,19.65572,222.4,12192,14242,2048
-25.csv,19.65572,222.4,14243,16293,2048
-25.csv,19.65572,222.4,16294,18344,2048
-250.csv,23.690273,199.9,1076,3126,2048
-250.csv,23.690273,199.9,3127,5177,2048
-250.csv,23.690273,199.9,5178,7228,2048
-250.csv,23.690273,199.9,7229,9279,2048
-250.csv,23.690273,199.9,9280,11330,2048
-250.csv,23.690273,199.9,11331,13381,2048
-250.csv,23.690273,199.9,13382,15432,2048
-250.csv,23.690273,199.9,15433,17483,2048
-250.csv,23.690273,199.9,17484,19534,2048
-251.csv,23.73383,199.8,640,2690,2048
-251.csv,23.73383,199.8,2691,6029,2048
-251.csv,23.73383,199.8,6030,8080,2048
-251.csv,23.73383,199.8,8081,10131,2048
-251.csv,23.73383,199.8,10132,12182,2048
-251.csv,23.73383,199.8,12183,14233,2048
-251.csv,23.73383,199.8,14234,16284,2048
-251.csv,23.73383,199.8,16285,18335,2048
-252.csv,23.730543,199.7,1379,3429,2048
-252.csv,23.730543,199.7,3430,5480,2048
-252.csv,23.730543,199.7,5481,7531,2048
-252.csv,23.730543,199.7,7532,9582,2048
-252.csv,23.730543,199.7,9583,11633,2048
-252.csv,23.730543,199.7,11634,13684,2048
-252.csv,23.730543,199.7,13685,15735,2048
-252.csv,23.730543,199.7,15736,17786,2048
-252.csv,23.730543,199.7,17787,19837,2048
-253.csv,23.751102,199.6,874,2924,2048
-253.csv,23.751102,199.6,2925,4975,2048
-253.csv,23.751102,199.6,4976,7026,2048
-253.csv,23.751102,199.6,7027,9077,2048
-253.csv,23.751102,199.6,9078,11128,2048
-253.csv,23.751102,199.6,11129,13179,2048
-253.csv,23.751102,199.6,13180,15230,2048
-253.csv,23.751102,199.6,15231,17281,2048
-253.csv,23.751102,199.6,17282,19332,2048
-254.csv,23.770145,199.5,468,2518,2048
-254.csv,23.770145,199.5,2519,4569,2048
-254.csv,23.770145,199.5,4570,6620,2048
-254.csv,23.770145,199.5,6621,8671,2048
-254.csv,23.770145,199.5,8672,10722,2048
-254.csv,23.770145,199.5,10723,12773,2048
-254.csv,23.770145,199.5,12774,14824,2048
-254.csv,23.770145,199.5,14825,16875,2048
-254.csv,23.770145,199.5,16876,18926,2048
-255.csv,23.806763,199.4,1703,3753,2048
-255.csv,23.806763,199.4,3754,5804,2048
-255.csv,23.806763,199.4,5805,7855,2048
-255.csv,23.806763,199.4,7856,9906,2048
-255.csv,23.806763,199.4,11644,13694,2048
-255.csv,23.806763,199.4,13695,15745,2048
-255.csv,23.806763,199.4,15746,17796,2048
-255.csv,23.806763,199.4,17797,19847,2048
-256.csv,23.85793,199.3,668,2718,2048
-256.csv,23.85793,199.3,2719,4769,2048
-256.csv,23.85793,199.3,4770,6820,2048
-256.csv,23.85793,199.3,6821,8871,2048
-256.csv,23.85793,199.3,8872,10922,2048
-256.csv,23.85793,199.3,10923,13890,2048
-256.csv,23.85793,199.3,13891,15941,2048
-256.csv,23.85793,199.3,15942,17992,2048
-257.csv,23.847849,199.2,488,2538,2048
-257.csv,23.847849,199.2,2539,4589,2048
-257.csv,23.847849,199.2,4590,6640,2048
-257.csv,23.847849,199.2,6641,8691,2048
-257.csv,23.847849,199.2,8692,10742,2048
-257.csv,23.847849,199.2,12695,14745,2048
-257.csv,23.847849,199.2,14746,16796,2048
-257.csv,23.847849,199.2,16797,18847,2048
-258.csv,23.8566,199.1,303,2353,2048
-258.csv,23.8566,199.1,2354,4404,2048
-258.csv,23.8566,199.1,4405,6455,2048
-258.csv,23.8566,199.1,6456,8506,2048
-258.csv,23.8566,199.1,8507,10557,2048
-258.csv,23.8566,199.1,10558,12608,2048
-258.csv,23.8566,199.1,12609,14659,2048
-258.csv,23.8566,199.1,14660,16710,2048
-258.csv,23.8566,199.1,16711,18761,2048
-259.csv,23.883492,199.0,773,2823,2048
-259.csv,23.883492,199.0,2824,4874,2048
-259.csv,23.883492,199.0,4875,6925,2048
-259.csv,23.883492,199.0,6926,8976,2048
-259.csv,23.883492,199.0,8977,11027,2048
-259.csv,23.883492,199.0,11028,13078,2048
-259.csv,23.883492,199.0,13079,15129,2048
-259.csv,23.883492,199.0,15130,17180,2048
-259.csv,23.883492,199.0,17181,19231,2048
-26.csv,19.660557,222.3,234,2284,2048
-26.csv,19.660557,222.3,2285,4335,2048
-26.csv,19.660557,222.3,4336,6386,2048
-26.csv,19.660557,222.3,6387,8437,2048
-26.csv,19.660557,222.3,8438,10488,2048
-26.csv,19.660557,222.3,10489,12539,2048
-26.csv,19.660557,222.3,12540,14590,2048
-26.csv,19.660557,222.3,14591,16641,2048
-26.csv,19.660557,222.3,16642,18692,2048
-260.csv,23.90942,198.9,576,2626,2048
-260.csv,23.90942,198.9,2627,4677,2048
-260.csv,23.90942,198.9,4678,6728,2048
-260.csv,23.90942,198.9,6729,8779,2048
-260.csv,23.90942,198.9,8780,10830,2048
-260.csv,23.90942,198.9,10831,12881,2048
-260.csv,23.90942,198.9,12882,14932,2048
-260.csv,23.90942,198.9,14933,16983,2048
-260.csv,23.90942,198.9,16984,19034,2048
-261.csv,23.994026,198.8,1061,3111,2048
-261.csv,23.994026,198.8,3112,5162,2048
-261.csv,23.994026,198.8,5163,7213,2048
-261.csv,23.994026,198.8,7214,10196,2048
-261.csv,23.994026,198.8,10197,12247,2048
-261.csv,23.994026,198.8,12248,14298,2048
-261.csv,23.994026,198.8,14299,16349,2048
-261.csv,23.994026,198.8,16350,18400,2048
-262.csv,23.940464,198.7,549,2599,2048
-262.csv,23.940464,198.7,2600,4650,2048
-262.csv,23.940464,198.7,4651,6701,2048
-262.csv,23.940464,198.7,6702,8752,2048
-262.csv,23.940464,198.7,8753,10803,2048
-262.csv,23.940464,198.7,10804,12854,2048
-262.csv,23.940464,198.7,12855,14905,2048
-262.csv,23.940464,198.7,14906,16956,2048
-262.csv,23.940464,198.7,16957,19007,2048
-263.csv,23.964016,198.6,1484,3534,2048
-263.csv,23.964016,198.6,3535,5585,2048
-263.csv,23.964016,198.6,5586,7636,2048
-263.csv,23.964016,198.6,7637,9687,2048
-263.csv,23.964016,198.6,9688,11738,2048
-263.csv,23.964016,198.6,11739,13789,2048
-263.csv,23.964016,198.6,13790,15840,2048
-263.csv,23.964016,198.6,15841,17891,2048
-263.csv,23.964016,198.6,17892,19942,2048
-264.csv,23.976673,198.5,465,2515,2048
-264.csv,23.976673,198.5,2516,4566,2048
-264.csv,23.976673,198.5,4567,6617,2048
-264.csv,23.976673,198.5,6618,8668,2048
-264.csv,23.976673,198.5,8669,10719,2048
-264.csv,23.976673,198.5,10720,12770,2048
-264.csv,23.976673,198.5,12771,14821,2048
-264.csv,23.976673,198.5,14822,16872,2048
-264.csv,23.976673,198.5,16873,18923,2048
-265.csv,24.019955,198.4,604,2654,2048
-265.csv,24.019955,198.4,2655,4705,2048
-265.csv,24.019955,198.4,4706,6756,2048
-265.csv,24.019955,198.4,6757,8807,2048
-265.csv,24.019955,198.4,8808,10858,2048
-265.csv,24.019955,198.4,10859,12909,2048
-265.csv,24.019955,198.4,12910,14960,2048
-265.csv,24.019955,198.4,14961,17011,2048
-265.csv,24.019955,198.4,17012,19062,2048
-266.csv,24.02557,198.3,1821,3871,2048
-266.csv,24.02557,198.3,3872,5922,2048
-266.csv,24.02557,198.3,5923,7973,2048
-266.csv,24.02557,198.3,7974,10024,2048
-266.csv,24.02557,198.3,10025,12075,2048
-266.csv,24.02557,198.3,12076,14126,2048
-266.csv,24.02557,198.3,14127,16177,2048
-266.csv,24.02557,198.3,16178,18228,2048
-267.csv,24.054033,198.2,491,2541,2048
-267.csv,24.054033,198.2,2542,4592,2048
-267.csv,24.054033,198.2,4593,6643,2048
-267.csv,24.054033,198.2,6644,8694,2048
-267.csv,24.054033,198.2,8695,10745,2048
-267.csv,24.054033,198.2,10746,12796,2048
-267.csv,24.054033,198.2,12797,14847,2048
-267.csv,24.054033,198.2,14848,16898,2048
-267.csv,24.054033,198.2,16899,18949,2048
-268.csv,24.070898,198.1,952,3002,2048
-268.csv,24.070898,198.1,3003,5053,2048
-268.csv,24.070898,198.1,5054,7104,2048
-268.csv,24.070898,198.1,7105,9155,2048
-268.csv,24.070898,198.1,9156,11206,2048
-268.csv,24.070898,198.1,11207,13257,2048
-268.csv,24.070898,198.1,13258,15308,2048
-268.csv,24.070898,198.1,15309,17359,2048
-268.csv,24.070898,198.1,17360,19410,2048
-269.csv,24.086359,198.0,1426,3476,2048
-269.csv,24.086359,198.0,3477,5527,2048
-269.csv,24.086359,198.0,5528,7578,2048
-269.csv,24.086359,198.0,7579,9629,2048
-269.csv,24.086359,198.0,9630,11680,2048
-269.csv,24.086359,198.0,11681,13731,2048
-269.csv,24.086359,198.0,13732,15782,2048
-269.csv,24.086359,198.0,15783,17833,2048
-269.csv,24.086359,198.0,17834,19884,2048
-27.csv,19.68369,222.2,556,2606,2048
-27.csv,19.68369,222.2,2607,4657,2048
-27.csv,19.68369,222.2,4658,6708,2048
-27.csv,19.68369,222.2,8526,10576,2048
-27.csv,19.68369,222.2,10577,12627,2048
-27.csv,19.68369,222.2,12628,14678,2048
-27.csv,19.68369,222.2,14679,16729,2048
-27.csv,19.68369,222.2,16730,18780,2048
-270.csv,24.099876,197.9,1142,3192,2048
-270.csv,24.099876,197.9,3193,5243,2048
-270.csv,24.099876,197.9,5244,7294,2048
-270.csv,24.099876,197.9,7295,9345,2048
-270.csv,24.099876,197.9,9346,11396,2048
-270.csv,24.099876,197.9,11397,13447,2048
-270.csv,24.099876,197.9,13448,15498,2048
-270.csv,24.099876,197.9,15499,17549,2048
-270.csv,24.099876,197.9,17550,19600,2048
-271.csv,24.151684,197.8,1248,3298,2048
-271.csv,24.151684,197.8,3299,5349,2048
-271.csv,24.151684,197.8,5350,7400,2048
-271.csv,24.151684,197.8,9054,11104,2048
-271.csv,24.151684,197.8,11105,13155,2048
-271.csv,24.151684,197.8,13156,15206,2048
-271.csv,24.151684,197.8,15207,17257,2048
-271.csv,24.151684,197.8,17258,19308,2048
-272.csv,24.16213,197.7,545,2595,2048
-272.csv,24.16213,197.7,2596,4646,2048
-272.csv,24.16213,197.7,4647,6697,2048
-272.csv,24.16213,197.7,6698,8748,2048
-272.csv,24.16213,197.7,8749,10799,2048
-272.csv,24.16213,197.7,10800,12850,2048
-272.csv,24.16213,197.7,12851,14901,2048
-272.csv,24.16213,197.7,14902,16952,2048
-272.csv,24.16213,197.7,16953,19003,2048
-273.csv,24.165457,197.6,1581,3631,2048
-273.csv,24.165457,197.6,3632,5682,2048
-273.csv,24.165457,197.6,5683,7733,2048
-273.csv,24.165457,197.6,7734,9784,2048
-273.csv,24.165457,197.6,9785,11835,2048
-273.csv,24.165457,197.6,11836,13886,2048
-273.csv,24.165457,197.6,13887,15937,2048
-273.csv,24.165457,197.6,15938,17988,2048
-274.csv,24.188078,197.5,397,2447,2048
-274.csv,24.188078,197.5,2448,4498,2048
-274.csv,24.188078,197.5,4499,6549,2048
-274.csv,24.188078,197.5,6550,8600,2048
-274.csv,24.188078,197.5,8601,10651,2048
-274.csv,24.188078,197.5,10652,12702,2048
-274.csv,24.188078,197.5,12703,14753,2048
-274.csv,24.188078,197.5,14754,16804,2048
-274.csv,24.188078,197.5,16805,18855,2048
-275.csv,24.185965,197.4,686,2736,2048
-275.csv,24.185965,197.4,2737,4787,2048
-275.csv,24.185965,197.4,4788,6838,2048
-275.csv,24.185965,197.4,6839,8889,2048
-275.csv,24.185965,197.4,8890,11507,2048
-275.csv,24.185965,197.4,11508,13558,2048
-275.csv,24.185965,197.4,13559,15609,2048
-275.csv,24.185965,197.4,15610,17660,2048
-275.csv,24.185965,197.4,17661,19711,2048
-276.csv,24.233408,197.3,13,2063,2048
-276.csv,24.233408,197.3,2064,4114,2048
-276.csv,24.233408,197.3,4115,6165,2048
-276.csv,24.233408,197.3,6166,8216,2048
-276.csv,24.233408,197.3,8217,10267,2048
-276.csv,24.233408,197.3,10268,12318,2048
-276.csv,24.233408,197.3,12319,14369,2048
-276.csv,24.233408,197.3,14370,16420,2048
-276.csv,24.233408,197.3,16421,18471,2048
-277.csv,24.26623,197.2,699,2749,2048
-277.csv,24.26623,197.2,2750,4800,2048
-277.csv,24.26623,197.2,4801,6851,2048
-277.csv,24.26623,197.2,6852,8902,2048
-277.csv,24.26623,197.2,8903,10953,2048
-277.csv,24.26623,197.2,10954,13004,2048
-277.csv,24.26623,197.2,13005,15055,2048
-277.csv,24.26623,197.2,15056,17106,2048
-277.csv,24.26623,197.2,17107,19157,2048
-278.csv,24.329119,197.1,565,2615,2048
-278.csv,24.329119,197.1,2616,4666,2048
-278.csv,24.329119,197.1,4667,6717,2048
-278.csv,24.329119,197.1,6718,8768,2048
-278.csv,24.329119,197.1,10533,12583,2048
-278.csv,24.329119,197.1,12584,14634,2048
-278.csv,24.329119,197.1,14635,16685,2048
-278.csv,24.329119,197.1,16686,18736,2048
-279.csv,24.306782,197.0,1430,3480,2048
-279.csv,24.306782,197.0,3481,5531,2048
-279.csv,24.306782,197.0,5532,7582,2048
-279.csv,24.306782,197.0,7583,9633,2048
-279.csv,24.306782,197.0,9634,11684,2048
-279.csv,24.306782,197.0,11685,13735,2048
-279.csv,24.306782,197.0,13736,15786,2048
-279.csv,24.306782,197.0,15787,17837,2048
-279.csv,24.306782,197.0,17838,19888,2048
-28.csv,19.6936,222.1,401,2451,2048
-28.csv,19.6936,222.1,2452,4502,2048
-28.csv,19.6936,222.1,4503,6553,2048
-28.csv,19.6936,222.1,6554,8604,2048
-28.csv,19.6936,222.1,8605,10655,2048
-28.csv,19.6936,222.1,10656,12706,2048
-28.csv,19.6936,222.1,12707,14757,2048
-28.csv,19.6936,222.1,14758,16808,2048
-28.csv,19.6936,222.1,16809,18859,2048
-280.csv,24.325697,196.9,1979,4029,2048
-280.csv,24.325697,196.9,4030,6080,2048
-280.csv,24.325697,196.9,6081,8131,2048
-280.csv,24.325697,196.9,8132,10182,2048
-280.csv,24.325697,196.9,10183,12233,2048
-280.csv,24.325697,196.9,12234,14284,2048
-280.csv,24.325697,196.9,14285,16335,2048
-280.csv,24.325697,196.9,16336,18386,2048
-281.csv,24.347727,196.8,1866,3916,2048
-281.csv,24.347727,196.8,3917,5967,2048
-281.csv,24.347727,196.8,5968,8018,2048
-281.csv,24.347727,196.8,9534,11584,2048
-281.csv,24.347727,196.8,11585,13635,2048
-281.csv,24.347727,196.8,13636,15686,2048
-281.csv,24.347727,196.8,15687,17737,2048
